nom;animal;quant;elem1;elem2;elem3
Molotov;Serpent de 2 mètres;1;Viande indefinissable;Steak appetissant;Boite de conserve ouverte
La_Bli;Serpent agonisant;2;Viande indefinissable;Boite de conserve ouverte;Steak appetissant
Sko0Rn;Rat geant;3;Jambon-beurre moisi;Viande indefinissable;Bon plat fait-maison
Mug;Serpent de 2 mètres;1;Boite de conserve ouverte;Steak appetissant;Viande indefinissable
Apofoo;Serpent de 2 mètres;1;Viande indefinissable;Steak appetissant;Bretzel sableux
Psykokwak;Rat geant;3;Viande indefinissable;Steak appetissant;Bon plat fait-maison
Reivax;Gros chat mignon;2;Steak appetissant;Viande indefinissable;Bretzel sableux
Hyung;Rat geant;3;Viande indefinissable;Steak appetissant;Plat fait-maison douteux
thorgaljb;Serpent de 2 mètres;1;Viande indefinissable;Steak appetissant;Pim's perime
Maoulkavien;Gros chat mignon;2;Steak appetissant;Viande indefinissable;Petits beurres rances
NoHurtKitty;Serpent de 2 mètres;1;Boite de conserve ouverte;Steak appetissant;Viande indefinissable
bamby;Cochon malodorant;2;Steak appetissant;Viande indefinissable;Plat fait-maison douteux
Arendil;Rat geant;3;Steak appetissant;Viande indefinissable;Bon plat fait-maison
Mnemeo;Serpent de 2 mètres;1;Steak appetissant;Viande indefinissable;Bon plat fait-maison
Sluto;Cochon malodorant;2;Steak appetissant;Viande indefinissable;Bon plat fait-maison
Skaric;Petit chaton furieux (partiellement digere);1;Steak appetissant;Viande indefinissable;Bon plat fait-maison
Schulenina;Poule;2;Viande indefinissable;Pomme;Oeuf
Usurpe_A_Tort;Petit chaton furieux (partiellement digere);1;Steak appetissant;Viande indefinissable;Bon plat fait-maison
ColonelPavel;Cochon malodorant;2;Viande indefinissable;Steak appetissant;Bon plat fait-maison
Vlad;Cochon malodorant;2;Viande indefinissable;Steak appetissant;Bon plat fait-maison
Soraaz;Serpent de 2 mètres;1;Steak appetissant;Viande indefinissable;Legume suspect
Davf;Rat geant;3;Steak appetissant;Viande indefinissable;Legume suspect
Idemonas;Rat geant;3;Viande indefinissable;Steak appetissant;Legume suspect
Napa;Cochon malodorant;2;Steak appetissant;Viande indefinissable;Legume suspect
Nira;Gros chat mignon;2;Steak appetissant;Viande indefinissable;Legume suspect
Bigonoud;Cochon malodorant;2;Steak appetissant;Viande indefinissable;Legume suspect
HORDEMAVUE;Serpent de 2 mètres;1;Viande indefinissable;Boite de conserve ouverte;Steak appetissant
Zerah;Cochon malodorant;2;Steak appetissant;Boite de conserve ouverte;Viande indefinissable
Helline;Gros chat mignon;2;Boite de conserve ouverte;Viande indefinissable;Steak appetissant
La_Bli;Serpent de 2 mètres;1;Viande indefinissable;Steak appetissant;Boite de conserve ouverte
Apofoo;Gros chat mignon;2;Bretzel sableux;Viande indefinissable;Steak appetissant
thorgaljb;Petit chaton furieux (partiellement digere);1;Boite de conserve ouverte;Viande indefinissable;Steak appetissant
Soraaz;Petit chaton furieux (partiellement digere);2;Steak appetissant;Viande indefinissable;Plat fait-maison douteux
Luciendeuxtrois;Rat geant;3;Viande indefinissable;Boite de conserve ouverte;Bon plat fait-maison
Colyseo;Serpent agonisant;2;Boite de conserve ouverte;Viande indefinissable;Steak appetissant
Hyung;Serpent de 2 mètres;1;Steak appetissant;Viande indefinissable;Bretzel sableux
Dolcounette;Gros chat mignon;2;Viande indefinissable;Ailerons de poulet entames;Oeuf
ananais;Cochon malodorant;2;Steak appetissant;Viande indefinissable;Pomme
Maoulkavien;Serpent de 2 mètres;1;Steak appetissant;Viande indefinissable;Oeuf
Amora;Gros chat mignon;2;Viande indefinissable;Plat fait-maison douteux;Steak appetissant
Mnemeo;Gros chat mignon;2;Viande indefinissable;Steak appetissant;Oeuf
Napa;Rat geant;3;Viande indefinissable;Steak appetissant;Nouilles chinoises
Blacker;Gros chat mignon;2;Steak appetissant;Viande indefinissable;Nouilles chinoises
Aeilys;Serpent de 2 mètres;1;Boite de conserve ouverte;Viande indefinissable;Steak appetissant
Arendil;Gros chat mignon;1;Steak appetissant;Viande indefinissable;Napolitains moisis
Psykokwak;Rat geant;3;Plat fait-maison douteux;Bon plat fait-maison;Viande indefinissable
Reinette;Serpent de 2 mètres;1;Boite de conserve ouverte;Steak appetissant;Viande indefinissable
Mug;Serpent de 2 mètres;1;Steak appetissant;Viande indefinissable;Nouilles chinoises
Molotov;Teckel galeux;1;Steak appetissant;Plat fait-maison douteux;Viande indefinissable
NoHurtKitty;Rat geant;3;Boite de conserve ouverte;Steak appetissant;Viande indefinissable
Sluto;Teckel galeux;1;Viande indefinissable;Steak appetissant;Pim's perime
Skaric;Petit chaton furieux (partiellement digere);1;Steak appetissant;Viande indefinissable;Bon plat fait-maison
ColonelPavel;Chien hargneux (alias Pepette);1;Viande indefinissable;Steak appetissant;Bon plat fait-maison
Nikeu01;Rat geant;3;Steak appetissant;Viande indefinissable;Plat fait-maison douteux
Glorte;Serpent de 2 mètres;1;Steak appetissant;Viande indefinissable;Nouilles chinoises epicees
Nira;Serpent de 2 mètres;1;Steak appetissant;Viande indefinissable;Bon plat fait-maison
Sko0Rn;Teckel galeux;1;Plat fait-maison douteux;Viande indefinissable;Steak appetissant
Davf;Gros chat mignon;2;Steak appetissant;Viande indefinissable;Pim's perime
Schulenina;Petit chaton furieux (partiellement digere);1;Legume suspect;Viande indefinissable;Steak appetissant
Reivax;Cochon malodorant;2;Steak appetissant;Viande indefinissable;Legume suspect
Bigonoud;Gros chat mignon;2;Viande indefinissable;Steak appetissant;Plat fait-maison douteux
Vlad;Petit chaton furieux (partiellement digere);1;Viande indefinissable;Legume suspect;Steak appetissant
Idemonas;Serpent de 2 mètres;1;Viande indefinissable;Steak appetissant;Legume suspect
Usurpe_A_Tort;Cochon malodorant;2;Steak appetissant;Viande indefinissable;Plat fait-maison douteux
bamby;Cochon malodorant;2;Steak appetissant;Viande indefinissable;Plat fait-maison douteux
Nira;Rat geant;3;Steak appetissant;Viande indefinissable;Bon plat fait-maison
Soraaz;Serpent agonisant;2;Steak appetissant;Bon plat fait-maison;Melon d'intestin
Dolcounette;Gros chat mignon;2;Oeuf;Viande indefinissable;Steak appetissant
Zerah;Gros chat mignon;2;Steak appetissant;Viande indefinissable;Petits beurres rances
Maoulkavien;Serpent de 2 mètres;1;Steak appetissant;Viande indefinissable;Plat fait-maison douteux
Amora;Rat geant;3;Ailerons de poulet entames;Viande indefinissable;Steak appetissant
Molotov;Cochon malodorant;2;Viande indefinissable;Steak appetissant;Plat fait-maison douteux
Blacker;Serpent de 2 mètres;1;Steak appetissant;Viande indefinissable;Nouilles chinoises epicees
Luciendeuxtrois;Petit chaton furieux (partiellement digere);1;Bon plat fait-maison;Viande indefinissable;Bretzel sableux
La_Bli;Gros chat mignon;2;Viande indefinissable;Steak appetissant;Boite de conserve ouverte
Hyung;Petit chaton furieux (partiellement digere);1;Bon plat fait-maison;Viande indefinissable;Boite de conserve ouverte
Psykokwak;Poule;2;Bon plat fait-maison;Viande indefinissable;Petits beurres rances
ananais;Cochon malodorant;2;Viande indefinissable;Steak appetissant;Biscuit fade
Apofoo;Gros chat mignon;2;Viande indefinissable;Steak appetissant;Bretzel sableux
Aeilys;Rat geant;3;Viande indefinissable;Steak appetissant;Petits beurres rances
Sluto;Petit chaton furieux (partiellement digere);1;Viande indefinissable;Boite de conserve ouverte;Steak appetissant
thorgaljb;Gros chat mignon;2;Viande indefinissable;Steak appetissant;Petits beurres rances
NoHurtKitty;Rat geant;3;Viande indefinissable;Steak appetissant;Bretzel sableux
Helline;Serpent agonisant;2;Viande indefinissable;Steak appetissant;Bretzel sableux
Arendil;Petit chaton furieux (partiellement digere);1;Viande indefinissable;Steak appetissant;Bretzel sableux
Mnemeo;Serpent de 2 mètres;1;Viande indefinissable;Steak appetissant;Bretzel sableux
Skaric;Petit chaton furieux (partiellement digere);1;Viande indefinissable;Steak appetissant;Bretzel sableux
ColonelPavel;Petit chaton furieux (partiellement digere);1;Viande indefinissable;Steak appetissant;Bretzel sableux
Bigonoud;Cochon malodorant;2;Viande indefinissable;Steak appetissant;Bretzel sableux
HORDEMAVUE;Rat geant;3;Viande indefinissable;Steak appetissant;Petits beurres rances
Davf;Gros chat mignon;2;Viande indefinissable;Steak appetissant;Petits beurres rances
Nikeu01;Rat geant;3;Steak appetissant;Viande indefinissable;Bretzel sableux
Schulenina;Petit chaton furieux (partiellement digere);1;Viande indefinissable;Steak appetissant;Petits beurres rances
Reinette;Teckel galeux;1;Viande indefinissable;Steak appetissant;Bretzel sableux
Idemonas;Cochon malodorant;2;Steak appetissant;Viande indefinissable;Legume suspect
Usurpe_A_Tort;Petit chaton furieux (partiellement digere);1;Steak appetissant;Viande indefinissable;Bretzel sableux
Colyseo;Cochon malodorant;2;Viande indefinissable;Bretzel sableux;Oeuf
Glorte;Rat geant;3;Steak appetissant;Viande indefinissable;Legume suspect
Napa;Cochon malodorant;2;Steak appetissant;Viande indefinissable;Petits beurres rances
Mug;Serpent de 2 mètres;1;Viande indefinissable;Steak appetissant;Legume suspect
Vlad;Rat geant;3;Viande indefinissable;Steak appetissant;Legume suspect
Sko0Rn;Serpent de 2 mètres;1;Viande indefinissable;Nouilles chinoises;Bon plat fait-maison
Reivax;Serpent de 2 mètres;1;Viande indefinissable;Bon plat fait-maison;Legume suspect
bamby;Cochon malodorant;2;Steak appetissant;Viande indefinissable;Legume suspect
Nira;Gros chat mignon;2;Steak appetissant;Viande indefinissable;Bretzel sableux
Luciendeuxtrois;Gros chat mignon;2;Steak appetissant;Viande indefinissable;Biscuit fade
Davf;Serpent de 2 mètres;1;Viande indefinissable;Steak appetissant;Biscuit fade
NoHurtKitty;Rat geant;3;Viande indefinissable;Steak appetissant;Jambon-beurre moisi
Zerah;Petit chaton furieux (partiellement digere);1;Steak appetissant;Viande indefinissable;Pim's perime
Reinette;Serpent de 2 mètres;1;Viande indefinissable;Jambon-beurre moisi;Bon plat fait-maison
Bigonoud;Serpent de 2 mètres;1;Viande indefinissable;Steak appetissant;Petits beurres rances
Dolcounette;Cochon malodorant;2;Oeuf;Biscuit fade;Viande indefinissable
Mnemeo;Petit chaton furieux (partiellement digere);1;Viande indefinissable;Steak appetissant;Bretzel sableux
Soraaz;Serpent agonisant;2;Viande indefinissable;Steak appetissant;Legume suspect
Schulenina;Poule;2;Bretzel sableux;Viande indefinissable;Oeuf
Sko0Rn;Cochon malodorant;2;Viande indefinissable;Boite de conserve ouverte;Bon plat fait-maison
Maoulkavien;Serpent de 2 mètres;1;Viande indefinissable;Boite de conserve ouverte;Steak appetissant
ananais;Cochon malodorant;1;Viande indefinissable;Bon plat fait-maison;Jambon-beurre moisi
Aeilys;Rat geant;3;Viande indefinissable;Steak appetissant;Legume suspect
Usurpe_A_Tort;Rat geant;2;Steak appetissant;Bretzel sableux;Legume suspect
ColonelPavel;Petit chaton furieux (partiellement digere);1;Legume suspect;Steak appetissant;Bretzel sableux
Mug;Serpent de 2 mètres;1;Viande indefinissable;Bon plat fait-maison;Legume suspect
La_Bli;Serpent de 2 mètres;1;Viande indefinissable;Bretzel sableux;Steak appetissant
Amora;Petit chaton furieux (partiellement digere);1;Viande indefinissable;Legume suspect;Steak appetissant
Skaric;Gros chat mignon;2;Viande indefinissable;Steak appetissant;Bretzel sableux
Vlad;Gros chat mignon;2;Legume suspect;Viande indefinissable;Steak appetissant
Glorte;Teckel galeux;1;Viande indefinissable;Legume suspect;Steak appetissant
Reivax;Cochon malodorant;2;Viande indefinissable;Steak appetissant;Legume suspect
Napa;Rat geant;3;Steak appetissant;Viande indefinissable;Nouilles chinoises
Arendil;Serpent de 2 mètres;1;Viande indefinissable;Steak appetissant;Petits beurres rances
Sluto;Serpent de 2 mètres;1;Viande indefinissable;Steak appetissant;Pim's perime
Molotov;Cochon malodorant;2;Viande indefinissable;Steak appetissant;Bretzel sableux
namuwu;Serpent de 2 mètres;1;Viande indefinissable;Boite de conserve ouverte;Steak appetissant
Helline;Petit chaton furieux (partiellement digere);1;Viande indefinissable;Bretzel sableux;Steak appetissant
Colyseo;Cochon malodorant;2;Viande indefinissable;Bretzel sableux;Oeuf
bamby;Serpent de 2 mètres;1;Viande indefinissable;Legume suspect;Steak appetissant
Hyung;Cochon malodorant;2;Steak appetissant;Viande indefinissable;Legume suspect
Nikeu01;Cochon malodorant;2;Viande indefinissable;Steak appetissant;Boite de conserve ouverte
thorgaljb;Serpent de 2 mètres;1;Viande indefinissable;Steak appetissant;Bretzel sableux
Psykokwak;Serpent de 2 mètres;1;Legume suspect;Jambon-beurre moisi;Bretzel sableux
Idemonas;Gros chat mignon;2;Viande indefinissable;Bon plat fait-maison;Plat fait-maison douteux
Apofoo;Gros chat mignon;2;Viande indefinissable;Legume suspect;Steak appetissant
Blacker;Petit chaton furieux (partiellement digere);1;Boite de conserve ouverte;Steak appetissant;Viande indefinissable
HORDEMAVUE;Gros chat mignon;2;Viande indefinissable;Steak appetissant;Legume suspect
